;Dzien tygodnia;data;nowe przypadki;zgony;ozdrowieńcy;kwarantanna;wojewodztwo;testy
2212;czwartek;2021-03-18;637;7.0;120.0;6147;opolskie;1826.0
2213;czwartek;2021-03-18;1449;39.0;542.0;21026;podkarpackie;4963.0
2214;czwartek;2021-03-18;486;11.0;298.0;8270;podlaskie;1732.0
2215;czwartek;2021-03-18;1758;29.0;796.0;29364;pomorskie;4993.0
2216;czwartek;2021-03-18;3788;47.0;1152.0;42582;śląskie;9755.0
2217;czwartek;2021-03-18;707;13.0;288.0;7824;świętokrzyskie;2819.0
2218;czwartek;2021-03-18;1109;21.0;1002.0;16319;warmińsko-mazurskie;2954.0
2219;czwartek;2021-03-18;2493;28.0;771.0;31388;wielkopolskie;7847.0
2220;czwartek;2021-03-18;820;19.0;402.0;11859;zachodniopomorskie;2917.0
2221;piątek;2021-03-19;25998;419.0;16912.0;383721;cały kraj;86153.0
2222;piątek;2021-03-19;2144;21.0;928.0;27613;dolnośląskie;6584.0
2223;piątek;2021-03-19;1567;30.0;970.0;19923;kujawsko-pomorskie;5473.0
2224;piątek;2021-03-19;834;31.0;591.0;13736;lubelskie;3557.0
2225;piątek;2021-03-19;747;16.0;505.0;11155;lubuskie;2291.0
2226;piątek;2021-03-19;1360;26.0;977.0;21083;łódzkie;5144.0
2227;piątek;2021-03-19;1914;34.0;1417.0;29690;małopolskie;5464.0
2228;piątek;2021-03-19;4219;50.0;2576.0;71864;mazowieckie;13857.0
2229;piątek;2021-03-19;564;7.0;277.0;7078;opolskie;1791.0
2230;piątek;2021-03-19;1334;31.0;798.0;22221;podkarpackie;4621.0
2231;piątek;2021-03-19;473;10.0;519.0;8520;podlaskie;1647.0
2232;piątek;2021-03-19;1604;27.0;1297.0;31252;pomorskie;5388.0
2233;piątek;2021-03-19;3728;54.0;2450.0;46702;śląskie;10395.0
2234;piątek;2021-03-19;576;11.0;393.0;8430;świętokrzyskie;2412.0
2235;piątek;2021-03-19;1002;27.0;1144.0;17027;warmińsko-mazurskie;3015.0
2236;piątek;2021-03-19;2643;32.0;1431.0;34460;wielkopolskie;7624.0
2237;piątek;2021-03-19;899;12.0;519.0;12837;zachodniopomorskie;3320.0
2238;piątek;2021-03-20;26405;349.0;20254.0;396680;cały kraj;87609.0
2239;piątek;2021-03-20;2226;19.0;1372.0;28856;dolnośląskie;6853.0
2240;piątek;2021-03-20;1489;25.0;1328.0;20708;kujawsko-pomorskie;5214.0
2241;piątek;2021-03-20;728;17.0;648.0;14081;lubelskie;3390.0
2242;piątek;2021-03-20;773;12.0;788.0;11742;lubuskie;2366.0
2243;piątek;2021-03-20;1419;15.0;1073.0;21503;łódzkie;5327.0
2244;piątek;2021-03-20;2138;25.0;1586.0;30772;małopolskie;6126.0
2245;piątek;2021-03-20;4166;40.0;2902.0;73184;mazowieckie;15253.0
2246;piątek;2021-03-20;472;18.0;316.0;7660;opolskie;1488.0
2247;piątek;2021-03-20;1398;33.0;1153.0;22933;podkarpackie;4225.0
2248;piątek;2021-03-20;522;18.0;441.0;8715;podlaskie;1885.0
2249;piątek;2021-03-20;1842;11.0;1723.0;31497;pomorskie;5418.0
2250;piątek;2021-03-20;3600;54.0;2805.0;49487;śląskie;9795.0
2251;piątek;2021-03-20;736;9.0;511.0;8947;świętokrzyskie;2714.0
2252;piątek;2021-03-20;869;13.0;1196.0;16811;warmińsko-mazurskie;2806.0
2253;piątek;2021-03-20;2791;31.0;1598.0;36311;wielkopolskie;8041.0
2254;piątek;2021-03-20;864;9.0;658.0;13346;zachodniopomorskie;3014.0
2255;sobota;2021-03-21;21849;140.0;17016.0;370067;cały kraj;62899.0
2256;sobota;2021-03-21;1693;5.0;1103.0;27170;dolnośląskie;4238.0
2257;sobota;2021-03-21;1155;4.0;986.0;19331;kujawsko-pomorskie;3559.0
2258;sobota;2021-03-21;633;4.0;599.0;13195;lubelskie;2529.0
2259;sobota;2021-03-21;701;9.0;637.0;10673;lubuskie;1896.0
2260;sobota;2021-03-21;1110;8.0;883.0;20432;łódzkie;3802.0
2261;sobota;2021-03-21;1715;5.0;1307.0;28793;małopolskie;4595.0
2262;sobota;2021-03-21;3852;36.0;2768.0;67687;mazowieckie;11144.0
2263;sobota;2021-03-21;500;2.0;281.0;7151;opolskie;1741.0
2264;sobota;2021-03-21;1211;7.0;1052.0;21501;podkarpackie;3181.0
2265;sobota;2021-03-21;351;7.0;474.0;8015;podlaskie;1062.0
2266;sobota;2021-03-21;1213;1.0;1523.0;29592;pomorskie;4019.0
2267;sobota;2021-03-21;3649;12.0;1894.0;45080;śląskie;8533.0
2268;sobota;2021-03-21;461;0.0;411.0;8342;świętokrzyskie;1658.0
2269;sobota;2021-03-21;605;4.0;877.0;15899;warmińsko-mazurskie;1790.0
2270;sobota;2021-03-21;2152;29.0;1468.0;34472;wielkopolskie;5590.0
2271;sobota;2021-03-21;662;7.0;617.0;12612;zachodniopomorskie;2210.0
2272;poniedziałek;2021-03-22;14578;65.0;19320.0;351928;cały kraj;49135.0
2273;poniedziałek;2021-03-22;1215;0.0;1503.0;25350;dolnośląskie;3419.0
2274;poniedziałek;2021-03-22;704;8.0;1042.0;18698;kujawsko-pomorskie;2385.0
2275;poniedziałek;2021-03-22;181;0.0;579.0;12661;lubelskie;1386.0
2276;poniedziałek;2021-03-22;495;0.0;620.0;10299;lubuskie;2081.0
2277;poniedziałek;2021-03-22;862;2.0;1038.0;19282;łódzkie;3285.0
2278;poniedziałek;2021-03-22;1207;5.0;1386.0;27651;małopolskie;3689.0
2279;poniedziałek;2021-03-22;2899;12.0;3623.0;62670;mazowieckie;8282.0
2280;poniedziałek;2021-03-22;240;0.0;256.0;7087;opolskie;1416.0
2281;poniedziałek;2021-03-22;669;0.0;964.0;20971;podkarpackie;2124.0
2282;poniedziałek;2021-03-22;167;2.0;398.0;7304;podlaskie;683.0
2283;poniedziałek;2021-03-22;1231;10.0;1457.0;27756;pomorskie;3988.0
2284;poniedziałek;2021-03-22;1859;4.0;2414.0;43395;śląskie;5403.0
2285;poniedziałek;2021-03-22;429;0.0;503.0;7922;świętokrzyskie;1569.0
2286;poniedziałek;2021-03-22;310;0.0;1008.0;14975;warmińsko-mazurskie;1094.0
2287;poniedziałek;2021-03-22;1355;21.0;1860.0;33719;wielkopolskie;4086.0
2288;poniedziałek;2021-03-22;517;1.0;533.0;12085;zachodniopomorskie;2178.0
2289;wtorek;2021-03-23;16741;396.0;18599.0;392575;cały kraj;72429.0
2290;wtorek;2021-03-23;1307;24.0;1565.0;28961;dolnośląskie;5513.0
2291;wtorek;2021-03-23;863;46.0;1015.0;20845;kujawsko-pomorskie;4299.0
2292;wtorek;2021-03-23;737;30.0;512.0;13961;lubelskie;3420.0
2293;wtorek;2021-03-23;428;4.0;496.0;11136;lubuskie;2429.0
2294;wtorek;2021-03-23;1112;24.0;897.0;22057;łódzkie;5167.0
2295;wtorek;2021-03-23;1211;41.0;1459.0;31288;małopolskie;4144.0
2296;wtorek;2021-03-23;3105;58.0;3600.0;68504;mazowieckie;12027.0
2297;wtorek;2021-03-23;316;11.0;387.0;8074;opolskie;1666.0
2298;wtorek;2021-03-23;721;22.0;863.0;22687;podkarpackie;3410.0
2299;wtorek;2021-03-23;355;3.0;312.0;8129;podlaskie;1506.0
2300;wtorek;2021-03-23;871;27.0;1607.0;29240;pomorskie;3805.0
2301;wtorek;2021-03-23;2023;51.0;2552.0;50647;śląskie;7071.0
2302;wtorek;2021-03-23;553;15.0;330.0;9285;świętokrzyskie;3219.0
2303;wtorek;2021-03-23;894;24.0;795.0;15581;warmińsko-mazurskie;3064.0
2304;wtorek;2021-03-23;1420;12.0;1593.0;38744;wielkopolskie;5379.0
2305;wtorek;2021-03-23;402;4.0;506.0;13318;zachodniopomorskie;2273.0
2306;środa;2021-03-24;29978;575.0;10269.0;396701;cały kraj;95854.0
2307;środa;2021-03-24;2328;44.0;930.0;29755;dolnośląskie;7014.0
2308;środa;2021-03-24;1273;47.0;526.0;21404;kujawsko-pomorskie;4466.0
2309;środa;2021-03-24;977;34.0;203.0;14083;lubelskie;3838.0
2310;środa;2021-03-24;749;14.0;357.0;10983;lubuskie;2836.0
2311;środa;2021-03-24;1934;22.0;540.0;22774;łódzkie;6415.0
2312;środa;2021-03-24;2608;28.0;740.0;31835;małopolskie;6853.0
2313;środa;2021-03-24;4308;69.0;2105.0;68689;mazowieckie;14615.0
2314;środa;2021-03-24;484;8.0;208.0;8006;opolskie;1767.0
2315;środa;2021-03-24;1451;53.0;618.0;22450;podkarpackie;5015.0
2316;środa;2021-03-24;689;18.0;214.0;7924;podlaskie;2169.0
2317;środa;2021-03-24;1935;42.0;955.0;28453;pomorskie;5580.0
2318;środa;2021-03-24;4605;93.0;1229.0;52238;śląskie;11878.0
2319;środa;2021-03-24;691;27.0;246.0;9834;świętokrzyskie;3065.0
2320;środa;2021-03-24;1155;27.0;298.0;15719;warmińsko-mazurskie;3766.0
2321;środa;2021-03-24;3188;30.0;689.0;39002;wielkopolskie;8936.0
2322;środa;2021-03-24;1096;19.0;317.0;13442;zachodniopomorskie;3828.0
2323;czwartek;2021-03-25;34151;520.0;15623.0;434991;cały kraj;102579.0
2324;czwartek;2021-03-25;2680;35.0;987.0;32770;dolnośląskie;7300.0
2325;czwartek;2021-03-25;2254;31.0;1101.0;22526;kujawsko-pomorskie;6428.0
2326;czwartek;2021-03-25;970;40.0;657.0;15694;lubelskie;4110.0
2327;czwartek;2021-03-25;936;16.0;415.0;11685;lubuskie;3012.0
2328;czwartek;2021-03-25;2109;33.0;1097.0;25164;łódzkie;6857.0
2329;czwartek;2021-03-25;2919;27.0;1032.0;35955;małopolskie;7695.0
2330;czwartek;2021-03-25;5104;59.0;2990.0;75092;mazowieckie;17371.0
2331;czwartek;2021-03-25;642;14.0;267.0;8635;opolskie;2171.0
2332;czwartek;2021-03-25;1498;30.0;811.0;23965;podkarpackie;5046.0
2333;czwartek;2021-03-25;577;17.0;305.0;8534;podlaskie;1922.0
2334;czwartek;2021-03-25;1994;35.0;1102.0;30507;pomorskie;5707.0
2335;czwartek;2021-03-25;5430;75.0;1726.0;57956;śląskie;12946.0
2336;czwartek;2021-03-25;1024;26.0;460.0;10795;świętokrzyskie;3280.0
2337;czwartek;2021-03-25;1082;16.0;965.0;16656;warmińsko-mazurskie;3200.0
2338;czwartek;2021-03-25;3334;43.0;1120.0;43803;wielkopolskie;8502.0
2339;czwartek;2021-03-25;1163;23.0;433.0;15113;zachodniopomorskie;3734.0
2340;piątek;2021-03-26;35143;443.0;24930.0;461317;cały kraj;107713.0
2341;piątek;2021-03-26;2876;34.0;1717.0;34918;dolnośląskie;7879.0
2342;piątek;2021-03-26;1940;30.0;1265.0;23507;kujawsko-pomorskie;6383.0
2343;piątek;2021-03-26;1073;29.0;860.0;16260;lubelskie;3918.0
2344;piątek;2021-03-26;874;21.0;640.0;12399;lubuskie;2998.0
2345;piątek;2021-03-26;1872;31.0;1401.0;26827;łódzkie;6997.0
2346;piątek;2021-03-26;2826;33.0;2022.0;38716;małopolskie;7488.0
2347;piątek;2021-03-26;5264;53.0;4146.0;78202;mazowieckie;16070.0
2348;piątek;2021-03-26;694;10.0;330.0;9254;opolskie;2199.0
2349;piątek;2021-03-26;1716;35.0;1501.0;25238;podkarpackie;4543.0
2350;piątek;2021-03-26;529;13.0;568.0;8892;podlaskie;1999.0
2351;piątek;2021-03-26;2625;34.0;1685.0;31795;pomorskie;7971.0
2352;piątek;2021-03-26;5095;40.0;3812.0;62260;śląskie;13200.0
2353;piątek;2021-03-26;822;32.0;565.0;11495;świętokrzyskie;2813.0
2354;piątek;2021-03-26;1067;12.0;1155.0;17458;warmińsko-mazurskie;3242.0
2355;piątek;2021-03-26;4141;28.0;2249.0;47832;wielkopolskie;10778.0
2356;piątek;2021-03-26;1113;8.0;832.0;16146;zachodniopomorskie;3973.0
2357;piątek;2021-03-27;31757;448.0;28491.0;480926;cały kraj;101079.0
2358;piątek;2021-03-27;2709;28.0;2369.0;37775;dolnośląskie;7332.0
2359;piątek;2021-03-27;1503;23.0;1852.0;24296;kujawsko-pomorskie;5910.0
2360;piątek;2021-03-27;1025;20.0;813.0;16800;lubelskie;3953.0
2361;piątek;2021-03-27;840;31.0;850.0;12680;lubuskie;2817.0
2362;piątek;2021-03-27;1694;23.0;1438.0;28063;łódzkie;6319.0
2363;piątek;2021-03-27;2725;24.0;2359.0;40407;małopolskie;7460.0
2364;piątek;2021-03-27;5205;49.0;4874.0;82013;mazowieckie;16972.0
2365;piątek;2021-03-27;653;16.0;647.0;9360;opolskie;1973.0
2366;piątek;2021-03-27;1480;38.0;1368.0;25564;podkarpackie;4368.0
2367;piątek;2021-03-27;559;17.0;551.0;8829;podlaskie;1984.0
2368;piątek;2021-03-27;1986;26.0;1840.0;32306;pomorskie;6711.0
2369;piątek;2021-03-27;5044;61.0;3909.0;65617;śląskie;12661.0
2370;piątek;2021-03-27;939;25.0;681.0;12082;świętokrzyskie;3123.0
2371;piątek;2021-03-27;760;24.0;1197.0;17280;warmińsko-mazurskie;2673.0
2372;piątek;2021-03-27;3146;31.0;2667.0;50798;wielkopolskie;8274.0
2373;piątek;2021-03-27;1038;12.0;895.0;16937;zachodniopomorskie;3827.0
2374;sobota;2021-03-28;29253;131.0;24103.0;446762;cały kraj;86516.0
2375;sobota;2021-03-28;2207;4.0;2140.0;35325;dolnośląskie;5641.0
2376;sobota;2021-03-28;1537;6.0;1304.0;22237;kujawsko-pomorskie;5354.0
2377;sobota;2021-03-28;860;7.0;748.0;15474;lubelskie;3069.0
2378;sobota;2021-03-28;636;1.0;688.0;11824;lubuskie;2342.0
2379;sobota;2021-03-28;1580;10.0;1194.0;26075;łódzkie;5072.0
2380;sobota;2021-03-28;2404;6.0;1811.0;38050;małopolskie;6011.0
2381;sobota;2021-03-28;4652;21.0;3849.0;76040;mazowieckie;14013.0
2382;sobota;2021-03-28;668;2.0;482.0;8639;opolskie;2112.0
2383;sobota;2021-03-28;1333;20.0;1184.0;23572;podkarpackie;3491.0
2384;sobota;2021-03-28;356;5.0;454.0;7950;podlaskie;1260.0
2385;sobota;2021-03-28;1874;2.0;1722.0;29924;pomorskie;5899.0
2386;sobota;2021-03-28;4647;9.0;3443.0;60818;śląskie;10678.0
2387;sobota;2021-03-28;718;3.0;667.0;11373;świętokrzyskie;2536.0
2388;sobota;2021-03-28;885;0.0;903.0;15673;warmińsko-mazurskie;2643.0
2389;sobota;2021-03-28;3652;26.0;2515.0;47562;wielkopolskie;9324.0
2390;sobota;2021-03-28;872;9.0;845.0;16138;zachodniopomorskie;3044.0
2391;poniedziałek;2021-03-29;16965;48.0;25695.0;423889;cały kraj;54792.0
2392;poniedziałek;2021-03-29;1887;0.0;2102.0;33665;dolnośląskie;4558.0
2393;poniedziałek;2021-03-29;642;9.0;1460.0;21410;kujawsko-pomorskie;2765.0
2394;poniedziałek;2021-03-29;373;1.0;695.0;14613;lubelskie;1878.0
2395;poniedziałek;2021-03-29;589;8.0;734.0;11424;lubuskie;2180.0
2396;poniedziałek;2021-03-29;929;0.0;1400.0;24090;łódzkie;3045.0
2397;poniedziałek;2021-03-29;1525;5.0;2093.0;35675;małopolskie;4350.0
2398;poniedziałek;2021-03-29;2834;1.0;4313.0;72415;mazowieckie;9553.0
2399;poniedziałek;2021-03-29;448;2.0;438.0;8032;opolskie;1421.0
2400;poniedziałek;2021-03-29;614;3.0;1431.0;22795;podkarpackie;2032.0
2401;poniedziałek;2021-03-29;181;1.0;458.0;7244;podlaskie;816.0
2402;poniedziałek;2021-03-29;1007;3.0;1610.0;28488;pomorskie;3526.0
2403;poniedziałek;2021-03-29;2694;3.0;3786.0;57515;śląskie;6600.0
2404;poniedziałek;2021-03-29;585;0.0;604.0;10605;świętokrzyskie;2240.0
2405;poniedziałek;2021-03-29;249;0.0;900.0;14607;warmińsko-mazurskie;871.0
2406;poniedziałek;2021-03-29;1534;11.0;2641.0;46073;wielkopolskie;4575.0
2407;poniedziałek;2021-03-29;643;1.0;854.0;15171;zachodniopomorskie;2256.0
2408;wtorek;2021-03-30;20870;461.0;24720.0;454738;cały kraj;80088.0
2409;wtorek;2021-03-30;2110;29.0;2007.0;36757;dolnośląskie;7065.0
2410;wtorek;2021-03-30;1181;51.0;1211.0;22626;kujawsko-pomorskie;4941.0
2411;wtorek;2021-03-30;1010;24.0;718.0;15843;lubelskie;4003.0
2412;wtorek;2021-03-30;397;8.0;747.0;11923;lubuskie;2173.0
2413;wtorek;2021-03-30;1290;25.0;1477.0;26212;łódzkie;5965.0
2414;wtorek;2021-03-30;1655;48.0;1921.0;38755;małopolskie;5560.0
2415;wtorek;2021-03-30;3572;47.0;4249.0;77117;mazowieckie;12988.0
2416;wtorek;2021-03-30;325;18.0;582.0;8868;opolskie;1480.0
2417;wtorek;2021-03-30;919;18.0;1242.0;23525;podkarpackie;3468.0
2418;wtorek;2021-03-30;349;5.0;428.0;8006;podlaskie;1576.0
2419;wtorek;2021-03-30;989;46.0;1867.0;29750;pomorskie;4381.0
2420;wtorek;2021-03-30;2812;68.0;3687.0;63299;śląskie;8906.0
2421;wtorek;2021-03-30;551;13.0;586.0;11585;świętokrzyskie;2394.0
2422;wtorek;2021-03-30;786;34.0;631.0;14738;warmińsko-mazurskie;2818.0
2423;wtorek;2021-03-30;1892;18.0;2447.0;49768;wielkopolskie;5835.0
2424;wtorek;2021-03-30;728;9.0;715.0;15877;zachodniopomorskie;3376.0
2425;środa;2021-03-31;32874;653.0;14553.0;449126;cały kraj;102818.0
2426;środa;2021-03-31;2826;56.0;1371.0;37088;dolnośląskie;7541.0
2427;środa;2021-03-31;1659;49.0;708.0;21660;kujawsko-pomorskie;5375.0
2428;środa;2021-03-31;987;47.0;227.0;15850;lubelskie;3860.0
2429;środa;2021-03-31;733;14.0;510.0;11671;lubuskie;2518.0
2430;środa;2021-03-31;1832;46.0;600.0;26239;łódzkie;6907.0
